dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.375,0.375,"[3, 5]",0.625,False,1,0.002154,0.0002,0.00184327,True,0.50188733,0.99997907,2170
Liu2024_SourceMAT,1,2,0.5,0.5,"[6, 2]",0.75,False,0,0.03226707,0.00452084,0.0276124,True,0.50228178,0.99997916,2170
Liu2024_SourceMAT,1,3,0.25,0.25,"[2, 6]",0.75,False,1,0.03351227,0.00468795,0.02867798,True,0.50327073,0.99996159,2170
Liu2024_SourceMAT,1,4,0.375,0.375,"[5, 3]",0.625,False,0,0.00215399,0.0002,0.00184326,True,0.50138493,0.99999199,2170
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.03210012,0.00468588,0.02746954,True,0.50308505,0.99996308,2170
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.03133195,0.00458137,0.02681218,True,0.5049748,0.99991502,2170
Liu2024_SourceMAT,2,2,0.625,0.625,"[3, 5]",0.625,False,1,0.03440415,0.0052086,0.0294412,True,0.5028245,0.99996062,2170
Liu2024_SourceMAT,2,3,0.625,0.625,"[5, 3]",0.625,False,0,0.03307205,0.00482714,0.02830126,True,0.50404566,0.99993054,2170
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.03580785,0.00470513,0.03064241,True,0.50385306,0.99994763,2170
Liu2024_SourceMAT,2,5,0.375,0.375,"[5, 3]",0.625,False,0,0.03145694,0.00475439,0.02691914,True,0.50336017,0.99994642,2170
Liu2024_SourceMAT,3,1,0.375,0.375,"[3, 5]",0.625,False,1,0.00215401,0.0002,0.00184329,True,0.50187634,0.99998395,2170
Liu2024_SourceMAT,3,2,0.5,0.5,"[6, 2]",0.75,False,0,0.03847713,0.00515854,0.03292664,True,0.50159989,0.99998853,2170
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.03634091,0.00508469,0.03109858,True,0.50373323,0.99994469,2170
Liu2024_SourceMAT,3,4,0.625,0.625,"[3, 5]",0.625,False,1,0.03744798,0.0050687,0.03204594,True,0.50210691,0.9999845,2170
Liu2024_SourceMAT,3,5,0.625,0.625,"[3, 5]",0.625,False,1,0.02624167,0.00329491,0.02245619,True,0.50232344,0.99997888,2170
Liu2024_SourceMAT,4,1,0.5,0.5,"[2, 6]",0.75,False,1,0.03382665,0.00486543,0.02894701,True,0.50366486,0.99993983,2170
Liu2024_SourceMAT,4,2,0.5,0.5,"[2, 6]",0.75,False,1,0.03721075,0.00510838,0.03184294,True,0.50326511,0.99995748,2170
Liu2024_SourceMAT,4,3,0.625,0.625,"[3, 5]",0.625,False,1,0.01491723,0.00194175,0.01276535,True,0.50253675,0.99997556,2170
Liu2024_SourceMAT,4,4,1.0,1.0,"[4, 4]",0.5,False,0,0.01416249,0.00194351,0.01211949,True,0.50287733,0.99996899,2170
Liu2024_SourceMAT,4,5,0.375,0.375,"[5, 3]",0.625,False,0,0.01890588,0.00250304,0.01617863,True,0.50260886,0.9999764,2170
Liu2024_SourceMAT,5,1,0.875,0.875,"[5, 3]",0.625,False,0,0.01355222,0.00175813,0.01159725,True,0.50061626,0.99999771,2170
Liu2024_SourceMAT,5,2,0.75,0.75,"[4, 4]",0.5,False,0,0.00215399,0.0002,0.00184327,True,0.50207434,0.99998401,2170
Liu2024_SourceMAT,5,3,0.625,0.625,"[3, 5]",0.625,False,1,0.0021539,0.0002,0.00184319,True,0.50242738,0.99997725,2170
Liu2024_SourceMAT,5,4,0.375,0.375,"[5, 3]",0.625,False,0,0.03470058,0.00478189,0.02969487,True,0.50277457,0.99997118,2170
Liu2024_SourceMAT,5,5,0.375,0.375,"[5, 3]",0.625,False,0,0.00215399,0.0002,0.00184327,True,0.50183882,0.99998503,2170
Liu2024_SourceMAT,6,1,0.5,0.5,"[4, 4]",0.5,False,0,0.03236739,0.00487426,0.02769825,True,0.50290202,0.99996717,2170
Liu2024_SourceMAT,6,2,0.5,0.5,"[4, 4]",0.5,False,0,0.002154,0.0002,0.00184327,True,0.50325149,0.99996287,2170
Liu2024_SourceMAT,6,3,0.5,0.5,"[4, 4]",0.5,False,0,0.00215397,0.0002,0.00184325,True,0.5027582,0.99996604,2170
Liu2024_SourceMAT,6,4,0.875,0.875,"[5, 3]",0.625,False,0,0.03153843,0.00470642,0.02698887,True,0.50245398,0.99997908,2170
Liu2024_SourceMAT,6,5,0.5,0.5,"[4, 4]",0.5,False,0,0.01770902,0.00222398,0.01515442,True,0.50163653,0.99998992,2170
Liu2024_SourceMAT,7,1,0.375,0.375,"[5, 3]",0.625,False,0,0.00215397,0.0002,0.00184325,True,0.50198372,0.99998688,2170
Liu2024_SourceMAT,7,2,0.5,0.5,"[2, 6]",0.75,False,1,0.00847183,0.00099625,0.00724974,True,0.50206913,0.99998294,2170
Liu2024_SourceMAT,7,3,0.375,0.375,"[3, 5]",0.625,False,1,0.03729869,0.00472508,0.03191819,True,0.50344842,0.99994964,2170
Liu2024_SourceMAT,7,4,0.375,0.375,"[3, 5]",0.625,False,1,0.00847601,0.00099458,0.00725331,True,0.50196583,0.99997487,2170
Liu2024_SourceMAT,7,5,0.375,0.375,"[5, 3]",0.625,False,0,0.02031492,0.00246689,0.0173844,True,0.50248938,0.99997309,2170
Liu2024_SourceMAT,8,1,0.625,0.625,"[3, 5]",0.625,False,1,0.03385616,0.00525258,0.02897226,True,0.50490067,0.99988945,2170
Liu2024_SourceMAT,8,2,0.875,0.875,"[5, 3]",0.625,False,0,0.02945881,0.00438194,0.02520925,True,0.50451207,0.99993399,2170
Liu2024_SourceMAT,8,3,0.75,0.75,"[4, 4]",0.5,False,0,0.02401094,0.00361784,0.02054726,True,0.50326609,0.99995774,2170
Liu2024_SourceMAT,8,4,0.75,0.75,"[4, 4]",0.5,False,0,0.03495083,0.00484879,0.02990902,True,0.50557045,0.99988486,2170
Liu2024_SourceMAT,8,5,0.5,0.5,"[4, 4]",0.5,False,0,0.03096887,0.00488783,0.02650148,True,0.50543965,0.99988524,2170
Liu2024_SourceMAT,9,1,0.625,0.625,"[5, 3]",0.625,False,0,0.03334342,0.00459696,0.02853349,True,0.50230405,0.99997724,2170
Liu2024_SourceMAT,9,2,0.5,0.5,"[2, 6]",0.75,False,1,0.03553948,0.0046115,0.03041276,True,0.50224143,0.99997683,2170
Liu2024_SourceMAT,9,3,0.5,0.5,"[4, 4]",0.5,False,0,0.00215388,0.0002,0.00184317,True,0.50105553,0.99999363,2170
Liu2024_SourceMAT,9,4,0.75,0.75,"[4, 4]",0.5,False,0,0.01871176,0.00245318,0.01601251,True,0.50302175,0.99996371,2170
Liu2024_SourceMAT,9,5,0.75,0.75,"[2, 6]",0.75,False,1,0.002154,0.0002,0.00184327,True,0.50082956,0.99999741,2170
Liu2024_SourceMAT,10,1,0.25,0.25,"[4, 4]",0.5,False,0,0.01504246,0.00234324,0.01287252,True,0.50263983,0.99997258,2170
Liu2024_SourceMAT,10,2,0.5,0.5,"[4, 4]",0.5,False,0,0.01333863,0.00174056,0.01141448,True,0.50207308,0.99997847,2170
Liu2024_SourceMAT,10,3,0.375,0.375,"[3, 5]",0.625,False,1,0.00215392,0.0002,0.0018432,True,0.50246273,0.9999734,2170
Liu2024_SourceMAT,10,4,0.5,0.5,"[4, 4]",0.5,False,0,0.00215396,0.0002,0.00184325,True,0.50195982,0.99997878,2170
Liu2024_SourceMAT,10,5,0.5,0.5,"[4, 4]",0.5,False,0,0.00215315,0.0002,0.00184255,True,0.502368,0.99997892,2170
Liu2024_SourceMAT,11,1,0.625,0.625,"[1, 7]",0.875,False,1,0.03394246,0.00472058,0.02904611,True,0.5015743,0.99998044,2170
Liu2024_SourceMAT,11,2,0.375,0.375,"[1, 7]",0.875,False,1,0.00215403,0.0002,0.00184331,True,0.50228537,0.99997582,2170
Liu2024_SourceMAT,11,3,0.25,0.25,"[4, 4]",0.5,False,0,0.01397797,0.00174797,0.01196159,True,0.50329576,0.99995279,2170
