dataset_name,subject_id,fold_id,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,majority_predicted_class,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed,mean_confidence,mean_normalized_prediction_entropy,n_trainable_params_final
Liu2024_SourceMAT,1,1,0.75,0.75,"[2, 6]",0.75,False,1,0.138685,0.02457824,0.11867908,True,0.56901936,0.98173495,16010
Liu2024_SourceMAT,1,2,0.5,0.5,"[6, 2]",0.75,False,0,0.15777844,0.02614693,0.13501822,True,0.5814666,0.96991066,16010
Liu2024_SourceMAT,1,3,0.375,0.375,"[3, 5]",0.625,False,1,0.14791697,0.02696875,0.12657931,True,0.58993664,0.97347632,16010
Liu2024_SourceMAT,1,4,0.625,0.625,"[5, 3]",0.625,False,0,0.15215854,0.02645721,0.13020901,True,0.60533033,0.95412026,16010
Liu2024_SourceMAT,1,5,0.625,0.625,"[5, 3]",0.625,False,0,0.15917521,0.02677386,0.1362135,True,0.57806769,0.97413896,16010
Liu2024_SourceMAT,2,1,0.5,0.5,"[2, 6]",0.75,False,1,0.1397057,0.02343947,0.11955255,True,0.82672358,0.60725768,16010
Liu2024_SourceMAT,2,2,0.625,0.625,"[1, 7]",0.875,False,1,0.1423884,0.02681057,0.12184825,True,0.62008512,0.93307666,16010
Liu2024_SourceMAT,2,3,0.75,0.75,"[4, 4]",0.5,False,0,0.14619755,0.02610663,0.12510792,True,0.68328482,0.85778643,16010
Liu2024_SourceMAT,2,4,0.625,0.625,"[5, 3]",0.625,False,0,0.13942397,0.02521797,0.11931145,True,0.78694008,0.68891055,16010
Liu2024_SourceMAT,2,5,0.625,0.625,"[5, 3]",0.625,False,0,0.13985996,0.02590427,0.11968455,True,0.73461669,0.74554393,16010
Liu2024_SourceMAT,3,1,0.625,0.625,"[3, 5]",0.625,False,1,0.18012905,0.02686449,0.15414465,True,0.65123996,0.87337289,16010
Liu2024_SourceMAT,3,2,0.625,0.625,"[7, 1]",0.875,False,0,0.17015252,0.02698588,0.14560728,True,0.66316944,0.89216909,16010
Liu2024_SourceMAT,3,3,0.5,0.5,"[4, 4]",0.5,False,0,0.18788584,0.02689718,0.16078249,True,0.65980031,0.91459531,16010
Liu2024_SourceMAT,3,4,0.625,0.625,"[5, 3]",0.625,False,0,0.16444915,0.02665394,0.14072664,True,0.59620904,0.96010928,16010
Liu2024_SourceMAT,3,5,0.75,0.75,"[4, 4]",0.5,False,0,0.17188958,0.02696541,0.14709376,True,0.63205655,0.92932217,16010
Liu2024_SourceMAT,4,1,0.625,0.625,"[3, 5]",0.625,False,1,0.15965554,0.02755456,0.13662453,True,0.75566874,0.74827599,16010
Liu2024_SourceMAT,4,2,0.75,0.75,"[4, 4]",0.5,False,0,0.17604263,0.02701432,0.15064771,True,0.61818331,0.92529829,16010
Liu2024_SourceMAT,4,3,0.875,0.875,"[3, 5]",0.625,False,1,0.15216746,0.02763179,0.13021664,True,0.65855037,0.91090393,16010
Liu2024_SourceMAT,4,4,0.875,0.875,"[3, 5]",0.625,False,1,0.19265099,0.02810115,0.16486025,True,0.74558628,0.78744691,16010
Liu2024_SourceMAT,4,5,0.5,0.5,"[6, 2]",0.75,False,0,0.15763222,0.02686946,0.13489309,True,0.73192953,0.78728348,16010
Liu2024_SourceMAT,5,1,0.5,0.5,"[6, 2]",0.75,False,0,0.17775632,0.02763049,0.1521142,True,0.5554026,0.9865542,16010
Liu2024_SourceMAT,5,2,0.75,0.75,"[4, 4]",0.5,False,0,0.17343234,0.02685665,0.14841397,True,0.53881325,0.99404714,16010
Liu2024_SourceMAT,5,3,0.75,0.75,"[4, 4]",0.5,False,0,0.18455644,0.02697733,0.15793337,True,0.53825202,0.99435184,16010
Liu2024_SourceMAT,5,4,0.375,0.375,"[7, 1]",0.875,False,0,0.17594483,0.0274852,0.15056402,True,0.52363046,0.9973028,16010
Liu2024_SourceMAT,5,5,0.625,0.625,"[7, 1]",0.875,False,0,0.17820986,0.0268517,0.15250231,True,0.54238453,0.9910087,16010
Liu2024_SourceMAT,6,1,0.5,0.5,"[6, 2]",0.75,False,0,0.16710924,0.02738471,0.143003,True,0.67885367,0.8766305,16010
Liu2024_SourceMAT,6,2,0.75,0.75,"[4, 4]",0.5,False,0,0.16317867,0.02799559,0.13963944,True,0.68695527,0.835921,16010
Liu2024_SourceMAT,6,3,0.25,0.25,"[4, 4]",0.5,False,0,0.16730861,0.0275385,0.14317361,True,0.65407745,0.87461978,16010
Liu2024_SourceMAT,6,4,0.375,0.375,"[5, 3]",0.625,False,0,0.16303836,0.02673274,0.13951937,True,0.61995358,0.93277559,16010
Liu2024_SourceMAT,6,5,0.625,0.625,"[3, 5]",0.625,False,1,0.15019408,0.02593626,0.12852793,True,0.66358679,0.88146305,16010
Liu2024_SourceMAT,7,1,0.5,0.5,"[6, 2]",0.75,False,0,0.14773164,0.02648535,0.12642071,True,0.61251414,0.95180566,16010
Liu2024_SourceMAT,7,2,0.5,0.5,"[6, 2]",0.75,False,0,0.18888196,0.02783518,0.16163492,True,0.65034091,0.88729435,16010
Liu2024_SourceMAT,7,3,0.625,0.625,"[3, 5]",0.625,False,1,0.17830236,0.02754159,0.15258147,True,0.66627791,0.88198896,16010
Liu2024_SourceMAT,7,4,0.375,0.375,"[5, 3]",0.625,False,0,0.17758345,0.02646628,0.15196626,True,0.57686034,0.97697185,16010
Liu2024_SourceMAT,7,5,0.375,0.375,"[5, 3]",0.625,False,0,0.17123967,0.02753761,0.1465376,True,0.60509036,0.94566405,16010
Liu2024_SourceMAT,8,1,0.75,0.75,"[2, 6]",0.75,False,1,0.14706261,0.02795485,0.12584819,True,0.74309903,0.74471224,16010
Liu2024_SourceMAT,8,2,0.875,0.875,"[5, 3]",0.625,False,0,0.12008623,0.02318611,0.10276327,True,0.80858616,0.66806245,16010
Liu2024_SourceMAT,8,3,1.0,1.0,"[4, 4]",0.5,False,0,0.11877569,0.02676727,0.10164178,True,0.7468707,0.71045377,16010
Liu2024_SourceMAT,8,4,0.625,0.625,"[5, 3]",0.625,False,0,0.15861884,0.02772813,0.13573738,True,0.76696303,0.65317801,16010
Liu2024_SourceMAT,8,5,0.625,0.625,"[5, 3]",0.625,False,0,0.13857898,0.02749714,0.11858836,True,0.78717835,0.61000193,16010
Liu2024_SourceMAT,9,1,0.75,0.75,"[6, 2]",0.75,False,0,0.15732439,0.02555764,0.13462967,True,0.60632834,0.95276958,16010
