dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Lee2019_MI,48,1,0,Fp1,0.07371204,-0.02695017,0.08507495,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,1,Fp2,0.02970386,0.02783649,0.04377513,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,2,F7,0.05384495,-0.03295239,0.06951784,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,3,F3,0.05890032,0.01443458,0.06755517,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,4,Fz,0.03657434,0.02113947,0.04929131,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,5,F4,0.07507399,0.0085936,0.08240275,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,6,F8,0.07684164,-0.02867161,0.08232973,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,7,FC5,0.05967957,0.05967957,0.06171333,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,8,FC1,0.08058529,-0.007854,0.08263604,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,9,FC2,0.06942176,0.03776087,0.07849757,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,10,FC6,0.02279429,0.00460293,0.03120465,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,11,T7,0.07695808,0.03597719,0.07972237,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,12,C3,0.03302975,0.02566307,0.05474357,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,13,Cz,0.07787462,0.06208199,0.08421539,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,14,C4,0.04866834,-0.04453861,0.05823442,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,15,T8,0.09726082,0.00435778,0.09819829,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,16,TP9,0.05015723,-0.03628526,0.05291793,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,17,CP5,0.04566006,0.04566006,0.06476102,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,18,CP1,0.04709018,0.02786988,0.06300012,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,19,CP2,0.06132533,-0.04482733,0.06548989,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,20,CP6,0.07004242,0.02110207,0.07639063,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,21,TP10,0.05973904,0.01439758,0.07411665,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,22,P7,0.05027574,-0.01198947,0.052757,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,23,P3,0.0265926,0.00721387,0.02816154,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,24,Pz,0.08379991,0.0186327,0.08622461,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,25,P4,0.04651197,0.01203586,0.05639234,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,26,P8,0.02722485,-0.01880983,0.03055762,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,27,PO9,0.05436706,0.04442349,0.06569669,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,28,O1,0.05140682,-0.05140682,0.06205729,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,29,Oz,0.04030421,0.03937183,0.04791055,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,30,O2,0.0743206,-0.01154127,0.08131457,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,31,PO10,0.05935898,0.00596378,0.06408156,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
Lee2019_MI,48,1,32,FC3,0.05245352,0.04206114,0.06554362,0.5,0.5,"[14, 26]",0.65,False,0.03559492,0.00393341,0.03129508,True
