subject_id,fold_id,feature_set,cv_scheme,classifier,accuracy,balanced_accuracy,train_accuracy,train_balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts,y_train_counts,y_test_counts,n_train,n_test,meta_sjepa_dim,meta_sjepa_pca,meta_sjepa_pca_var,meta_riemann_dim_pca,meta_riemann_pca_var,meta_fused_dim
3,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.875,0.875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9512042999267578,15,0.8139509059767542,30
3,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.9375,0.9375,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]","[16, 16]","[4, 4]",32,8,64,15,0.9446458220481873,15,0.8158539273405604,30
3,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9423871636390686,15,0.8028000214852817,30
3,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.84375,0.84375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9340197443962097,15,0.7762361731364373,30
3,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9495543241500854,15,0.7865604887098816,30
4,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.125,0.125,0.78125,0.78125,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9421523809432983,15,0.6819275454486632,30
4,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.6875,0.6875,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9413324594497681,15,0.6839963991629769,30
4,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.8125,0.8125,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9409391283988953,15,0.6720204525260013,30
4,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.75,0.75,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9413225650787354,15,0.6810713216948865,30
4,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.84375,0.84375,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9403856992721558,15,0.6836988410969421,30
5,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.90625,0.90625,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9264988899230957,15,0.585892835319406,30
5,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.84375,0.84375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9234374761581421,15,0.5852753837385715,30
5,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.84375,0.84375,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9341368675231934,15,0.5833146688788333,30
5,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.84375,0.84375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.933408260345459,15,0.580244713435186,30
5,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.96875,0.96875,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9283997416496277,15,0.580878534432642,30
6,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.90625,0.90625,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9515405297279358,15,0.888694293652111,30
6,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.953649640083313,15,0.88188225364156,30
6,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9476392269134521,15,0.8879717347020605,30
6,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.78125,0.78125,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9524183869361877,15,0.8801051389484285,30
6,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.75,0.75,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9585361480712891,15,0.8636216303490751,30
7,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.9375,0.9375,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9374247193336487,15,0.8197327126891398,30
7,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.9375,0.9375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9367272257804871,15,0.8236823396490288,30
7,2,sjepa+riemann,sjepa_5fold,logistic_l2,1.0,1.0,0.96875,0.96875,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.94380784034729,15,0.7921660121143473,30
7,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.96875,0.96875,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9410748481750488,15,0.8090672286581654,30
7,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.96875,0.96875,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9471666216850281,15,0.793320788353899,30
8,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9693064093589783,15,0.7046744240489837,30
8,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9708280563354492,15,0.6882852781646757,30
8,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9709910154342651,15,0.7015281956428856,30
8,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.90625,0.90625,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9672945141792297,15,0.6995159441728848,30
8,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.75,0.75,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9752875566482544,15,0.6961005787468528,30
9,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.75,0.75,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9402984976768494,15,0.6774799865550893,30
9,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.6875,0.6875,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.940852701663971,15,0.6853590959100636,30
9,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.84375,0.84375,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9402468800544739,15,0.6707189901417813,30
9,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.875,0.875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9409029483795166,15,0.6731551701577573,30
9,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,1.0,0.0,"[[4, 0], [4, 0]]",True,1.0,"[8, 0]","[16, 16]","[4, 4]",32,8,64,15,0.9459354877471924,15,0.6908607796293661,30
10,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9558154940605164,15,0.7568916154277948,30
10,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.6875,0.6875,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9534261226654053,15,0.7482046743997942,30
10,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.125,0.125,0.84375,0.84375,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9501674175262451,15,0.7534097469619472,30
10,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.71875,0.71875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9547173976898193,15,0.7515691881074866,30
10,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.75,0.75,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9528696537017822,15,0.6840711872120112,30
11,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,1.0,1.0,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9497469067573547,15,0.7915921990841068,30
11,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,1.0,1.0,0.5,1.0,"[[2, 2], [0, 4]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9502137899398804,15,0.7908656607890183,30
11,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.96875,0.96875,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9497217535972595,15,0.789261024033056,30
11,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.875,0.875,1.0,1.0,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9547704458236694,15,0.7936844061214394,30
11,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,1.0,1.0,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9478186964988708,15,0.6470911575487359,30
12,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.875,0.875,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9618134498596191,15,0.7024791820229961,30
12,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.8125,0.8125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9541090130805969,15,0.7170094561290601,30
12,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.8125,0.8125,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9555374383926392,15,0.7223868091592771,30
12,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.84375,0.84375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9549689292907715,15,0.7130700100933267,30
12,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.84375,0.84375,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9564230442047119,15,0.7068925524600728,30
13,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9383425116539001,15,0.9159211498354419,30
13,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9398360848426819,15,0.9271534463157981,30
13,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.78125,0.78125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9442766308784485,15,0.9328380994138036,30
13,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.84375,0.84375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9440863132476807,15,0.9369612552175747,30
13,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.84375,0.84375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9403032064437866,15,0.9438435515133972,30
14,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.8125,0.8125,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9445831775665283,15,0.6467990030434141,30
14,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.84375,0.84375,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9477205872535706,15,0.6474039951519291,30
14,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.78125,0.78125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9448577761650085,15,0.6426467007344903,30
14,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.78125,0.78125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9458529949188232,15,0.639042879920519,30
14,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9422876834869385,15,0.6503083750589984,30
15,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.84375,0.84375,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9329087138175964,15,0.5807467415944585,30
15,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.84375,0.84375,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9256619215011597,15,0.5825825934570003,30
15,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,1.0,1.0,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9255825281143188,15,0.5826570638052138,30
15,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.875,0.875,0.875,0.875,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9307916164398193,15,0.5750545712536795,30
15,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.96875,0.96875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9286081194877625,15,0.5826490807395839,30
16,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.8125,0.8125,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9533045291900635,15,0.8860926164651637,30
16,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9567098021507263,15,0.8839849715132265,30
16,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.75,0.75,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.955177903175354,15,0.8818794618469187,30
16,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.75,0.75,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9553540945053101,15,0.715504101327172,30
16,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.8125,0.8125,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.956325113773346,15,0.8846279672204224,30
17,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.84375,0.84375,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9430651664733887,15,0.7257362023455796,30
17,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.875,0.875,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9425773024559021,15,0.7356705458065442,30
17,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.90625,0.90625,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9303103089332581,15,0.7267897307263079,30
17,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.8125,0.8125,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9426020383834839,15,0.720122868374774,30
17,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.90625,0.90625,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.938776969909668,15,0.7320366968930696,30
18,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.875,0.875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9463896155357361,15,0.700275012991518,30
18,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.0,0.0,0.9375,0.9375,0.0,0.0,"[[0, 4], [4, 0]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9459308981895447,15,0.6956809204968644,30
18,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.90625,0.90625,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9445289373397827,15,0.6689259416239526,30
18,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.8125,0.8125,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9503099918365479,15,0.6977536352932688,30
18,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]","[16, 16]","[4, 4]",32,8,64,15,0.9481350779533386,15,0.7110365082897733,30
19,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.78125,0.78125,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9620479941368103,15,0.7611677569123534,30
19,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.71875,0.71875,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9583704471588135,15,0.771197490918896,30
19,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.90625,0.90625,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9576658010482788,15,0.7996313810822124,30
19,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.78125,0.78125,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9561706781387329,15,0.8067080018285757,30
19,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.5,0.5,0.8125,0.8125,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9527799487113953,15,0.8093366994586131,30
20,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.96875,0.96875,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9737385511398315,15,0.7652241370267723,30
20,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,1.0,1.0,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]","[16, 16]","[4, 4]",32,8,64,15,0.9703488945960999,15,0.7636358120577352,30
20,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.9375,0.9375,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9750895500183105,15,0.7538021069371477,30
20,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,0.96875,0.96875,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9724219441413879,15,0.7701870455608015,30
20,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.875,0.875,1.0,1.0,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9708939790725708,15,0.7605492943703427,30
21,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.25,0.25,0.9375,0.9375,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]","[16, 16]","[4, 4]",32,8,64,15,0.9600301384925842,15,0.7798889127269771,30
21,1,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.875,0.875,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9547525644302368,15,0.7857283206830259,30
21,2,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.90625,0.90625,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]","[16, 16]","[4, 4]",32,8,64,15,0.9592851996421814,15,0.7746892908342277,30
21,3,sjepa+riemann,sjepa_5fold,logistic_l2,0.625,0.625,0.8125,0.8125,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]","[16, 16]","[4, 4]",32,8,64,15,0.9537600874900818,15,0.7940910339344814,30
21,4,sjepa+riemann,sjepa_5fold,logistic_l2,0.375,0.375,0.90625,0.90625,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]","[16, 16]","[4, 4]",32,8,64,15,0.9565816521644592,15,0.8057348786972806,30
22,0,sjepa+riemann,sjepa_5fold,logistic_l2,0.75,0.75,1.0,1.0,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]","[16, 16]","[4, 4]",32,8,64,15,0.9561979174613953,15,0.652803070703958,30
