subject,fold,window_start_s,sjepa_acc,sjepa_bacc,sjepa_collapse,riemann_acc,riemann_bacc,riemann_collapse,fusion_acc,fusion_bacc,fusion_collapse
34,3,0.0,0.5625,0.5625,False,0.375,0.375,False,0.375,0.375,False
34,4,0.0,0.75,0.75,False,0.1875,0.1875,False,0.1875,0.1875,False
34,5,1.0,0.75,0.75,False,0.375,0.375,False,0.3125,0.3125,False
34,6,2.0,0.5625,0.5625,False,0.4375,0.4375,False,0.5,0.5,False
34,7,0.0,0.875,0.875,False,0.5,0.5,False,0.5,0.5,False
34,8,0.0,0.8125,0.8125,False,0.3125,0.3125,False,0.4375,0.4375,False
34,9,1.0,0.75,0.75,False,0.5,0.5,False,0.5,0.5,False
35,0,0.0,0.5625,0.5625,False,0.625,0.625,False,0.625,0.625,False
35,1,0.0,0.5,0.5,False,0.5,0.5,False,0.5,0.5,False
35,2,1.0,0.5625,0.5625,False,0.4375,0.4375,False,0.4375,0.4375,False
35,3,2.0,0.4375,0.4375,False,0.5,0.5,False,0.5,0.5,False
35,4,0.0,0.5625,0.5625,False,0.5,0.5,False,0.5,0.5,False
35,5,0.0,0.6875,0.6875,False,0.625,0.625,False,0.625,0.625,False
35,6,1.0,0.75,0.75,False,0.375,0.375,False,0.5,0.5,False
35,7,0.0,0.6875,0.6875,False,0.4375,0.4375,False,0.5,0.5,False
35,8,1.0,0.5,0.5,False,0.3125,0.3125,False,0.375,0.375,False
35,9,0.0,0.5625,0.5625,False,0.375,0.375,False,0.375,0.375,False
36,0,1.0,0.4375,0.4375,False,0.375,0.375,False,0.4375,0.4375,False
36,1,1.0,0.6875,0.6875,False,0.5625,0.5625,False,0.5625,0.5625,False
36,2,1.0,0.5625,0.5625,False,0.375,0.375,False,0.375,0.375,False
36,3,0.0,0.5625,0.5625,False,0.4375,0.4375,False,0.375,0.375,False
36,4,2.0,0.5625,0.5625,False,0.5,0.5,False,0.5,0.5,False
36,5,1.0,0.5,0.5,False,0.625,0.625,False,0.625,0.625,False
36,6,1.0,0.4375,0.4375,False,0.625,0.625,False,0.5625,0.5625,False
36,7,2.0,0.6875,0.6875,False,0.3125,0.3125,False,0.3125,0.3125,False
36,8,1.0,0.5,0.5,False,0.4375,0.4375,False,0.4375,0.4375,False
36,9,1.0,0.4375,0.4375,False,0.4375,0.4375,False,0.375,0.375,False
37,0,0.0,0.625,0.625,False,0.5625,0.5625,False,0.5625,0.5625,False
37,1,1.0,0.375,0.375,False,0.75,0.75,False,0.75,0.75,False
37,2,1.0,0.5625,0.5625,False,0.625,0.625,False,0.6875,0.6875,False
37,3,2.0,0.4375,0.4375,False,0.8125,0.8125,False,0.8125,0.8125,False
37,4,1.0,0.1875,0.1875,False,0.625,0.625,False,0.625,0.625,False
37,5,1.0,0.5625,0.5625,False,0.6875,0.6875,False,0.6875,0.6875,False
37,6,2.0,0.5,0.5,False,0.6875,0.6875,False,0.5625,0.5625,False
37,7,0.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5625,0.5625,False
37,8,1.0,0.4375,0.4375,False,0.6875,0.6875,False,0.6875,0.6875,False
37,9,0.0,0.3125,0.3125,False,0.625,0.625,False,0.625,0.625,False
38,0,0.0,0.625,0.625,False,0.6875,0.6875,False,0.6875,0.6875,False
38,1,2.0,0.5,0.5,False,0.375,0.375,False,0.4375,0.4375,False
38,2,1.0,0.625,0.625,False,0.375,0.375,False,0.375,0.375,False
38,3,1.0,0.5,0.5,False,0.375,0.375,False,0.375,0.375,False
38,4,0.0,0.625,0.625,False,0.5625,0.5625,False,0.5625,0.5625,False
38,5,0.0,0.8125,0.8125,False,0.5625,0.5625,False,0.625,0.625,False
38,6,0.0,0.625,0.625,False,0.5,0.5,False,0.5,0.5,False
38,7,2.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5,0.5,False
38,8,0.0,0.5,0.5,False,0.6875,0.6875,False,0.6875,0.6875,False
38,9,0.0,0.625,0.625,False,0.375,0.375,False,0.4375,0.4375,False
39,0,0.0,0.5,0.5,False,0.5625,0.5625,False,0.4375,0.4375,False
39,1,1.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5,0.5,False
39,2,1.0,0.5,0.5,False,0.3125,0.3125,False,0.3125,0.3125,False
39,3,1.0,0.5,0.5,False,0.5,0.5,False,0.5625,0.5625,False
39,4,2.0,0.375,0.375,False,0.5,0.5,False,0.5,0.5,False
39,5,1.0,0.5625,0.5625,False,0.5625,0.5625,False,0.5625,0.5625,False
39,6,1.0,0.3125,0.3125,False,0.5625,0.5625,False,0.5625,0.5625,False
39,7,0.0,0.3125,0.3125,False,0.6875,0.6875,False,0.6875,0.6875,False
39,8,1.0,0.5,0.5,False,0.625,0.625,False,0.625,0.625,False
39,9,1.0,0.5,0.5,False,0.4375,0.4375,False,0.5,0.5,False
40,0,1.0,0.5625,0.5625,False,0.8125,0.8125,False,0.8125,0.8125,False
40,1,1.0,0.5625,0.5625,False,0.75,0.75,False,0.75,0.75,False
40,2,1.0,0.375,0.375,False,0.6875,0.6875,False,0.8125,0.8125,False
40,3,2.0,0.625,0.625,False,0.6875,0.6875,False,0.6875,0.6875,False
40,4,1.0,0.375,0.375,False,0.6875,0.6875,False,0.6875,0.6875,False
40,5,1.0,0.625,0.625,False,0.75,0.75,False,0.75,0.75,False
40,6,0.0,0.5625,0.5625,False,0.5,0.5,False,0.5625,0.5625,False
40,7,0.0,0.375,0.375,False,0.5625,0.5625,False,0.5625,0.5625,False
40,8,1.0,0.125,0.125,False,0.75,0.75,False,0.75,0.75,False
40,9,1.0,0.5625,0.5625,False,0.75,0.75,False,0.875,0.875,False
41,0,0.0,0.4375,0.4375,False,0.4375,0.4375,False,0.4375,0.4375,False
41,1,2.0,0.375,0.375,False,0.5,0.5,False,0.5,0.5,False
41,2,0.0,0.4375,0.4375,False,0.5,0.5,False,0.5625,0.5625,False
41,3,1.0,0.5625,0.5625,False,0.5625,0.5625,False,0.5625,0.5625,False
41,4,1.0,0.5,0.5,False,0.5625,0.5625,False,0.5625,0.5625,False
41,5,2.0,0.375,0.375,False,0.4375,0.4375,False,0.4375,0.4375,False
41,6,2.0,0.3125,0.3125,False,0.25,0.25,False,0.3125,0.3125,False
41,7,0.0,0.4375,0.4375,False,0.4375,0.4375,False,0.4375,0.4375,False
41,8,2.0,0.4375,0.4375,False,0.4375,0.4375,False,0.4375,0.4375,False
41,9,0.0,0.625,0.625,False,0.25,0.25,False,0.25,0.25,False
42,0,1.0,0.5625,0.5625,False,0.5,0.5,False,0.5,0.5,False
42,1,1.0,0.375,0.375,False,0.375,0.375,False,0.375,0.375,False
42,2,2.0,0.625,0.625,False,0.375,0.375,False,0.375,0.375,False
42,3,1.0,0.375,0.375,False,0.4375,0.4375,False,0.4375,0.4375,False
42,4,2.0,0.375,0.375,False,0.5,0.5,False,0.5,0.5,False
42,5,2.0,0.4375,0.4375,False,0.625,0.625,False,0.625,0.625,False
42,6,0.0,0.5625,0.5625,False,0.375,0.375,False,0.375,0.375,False
42,7,2.0,0.4375,0.4375,False,0.5,0.5,False,0.5,0.5,False
42,8,0.0,0.5625,0.5625,False,0.3125,0.3125,False,0.375,0.375,False
42,9,2.0,0.5,0.5,False,0.375,0.375,False,0.375,0.375,False
43,0,2.0,0.625,0.625,False,0.5,0.5,False,0.5,0.5,False
43,1,0.0,0.5625,0.5625,False,0.4375,0.4375,False,0.4375,0.4375,False
43,2,2.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5625,0.5625,False
43,3,0.0,0.5625,0.5625,False,0.5,0.5,False,0.5625,0.5625,False
43,4,2.0,0.4375,0.4375,False,0.625,0.625,False,0.625,0.625,False
43,5,1.0,0.75,0.75,False,0.3125,0.3125,False,0.3125,0.3125,False
43,6,2.0,0.5625,0.5625,False,0.5625,0.5625,False,0.5,0.5,False
43,7,2.0,0.5,0.5,False,0.5625,0.5625,False,0.5625,0.5625,False
43,8,2.0,0.5,0.5,False,0.4375,0.4375,False,0.4375,0.4375,False
43,9,2.0,0.4375,0.4375,False,0.5,0.5,False,0.5,0.5,False
44,0,1.0,0.5,0.5,False,0.5625,0.5625,False,0.5625,0.5625,False
44,1,1.0,0.5,0.5,False,0.5625,0.5625,False,0.5625,0.5625,False
44,2,1.0,0.6875,0.6875,False,0.625,0.625,False,0.5,0.5,False
44,3,2.0,0.5,0.5,False,0.6875,0.6875,False,0.6875,0.6875,False
44,4,2.0,0.5625,0.5625,False,0.8125,0.8125,False,0.8125,0.8125,False
44,5,2.0,0.5625,0.5625,False,0.6875,0.6875,False,0.6875,0.6875,False
44,6,2.0,0.625,0.625,False,0.6875,0.6875,False,0.6875,0.6875,False
44,7,2.0,0.375,0.375,False,0.8125,0.8125,False,0.8125,0.8125,False
44,8,2.0,0.75,0.75,False,0.8125,0.8125,False,0.75,0.75,False
44,9,2.0,0.5625,0.5625,False,0.625,0.625,False,0.625,0.625,False
45,0,2.0,0.4375,0.4375,False,0.6875,0.6875,False,0.6875,0.6875,False
45,1,2.0,0.375,0.375,False,0.6875,0.6875,False,0.6875,0.6875,False
45,2,2.0,0.4375,0.4375,False,0.8125,0.8125,False,0.8125,0.8125,False
45,3,2.0,0.3125,0.3125,False,0.625,0.625,False,0.6875,0.6875,False
45,4,2.0,0.6875,0.6875,False,0.5625,0.5625,False,0.5625,0.5625,False
45,5,2.0,0.5,0.5,False,0.5,0.5,False,0.5,0.5,False
45,6,0.0,0.25,0.25,False,0.4375,0.4375,False,0.4375,0.4375,False
45,7,2.0,0.375,0.375,False,0.75,0.75,False,0.75,0.75,False
45,8,2.0,0.375,0.375,False,0.625,0.625,False,0.625,0.625,False
45,9,2.0,0.5625,0.5625,False,0.6875,0.6875,False,0.6875,0.6875,False
46,0,0.0,0.625,0.625,False,0.5,0.5,False,0.5,0.5,False
46,1,0.0,0.1875,0.1875,False,0.625,0.625,False,0.625,0.625,False
46,2,0.0,0.4375,0.4375,False,0.625,0.625,False,0.625,0.625,False
46,3,1.0,0.75,0.75,False,0.4375,0.4375,False,0.4375,0.4375,False
46,4,0.0,0.5625,0.5625,False,0.375,0.375,False,0.375,0.375,False
46,5,0.0,0.375,0.375,False,0.5,0.5,False,0.5,0.5,False
46,6,0.0,0.5,0.5,False,0.6875,0.6875,False,0.6875,0.6875,False
46,7,2.0,0.4375,0.4375,False,0.3125,0.3125,False,0.4375,0.4375,False
46,8,0.0,0.5625,0.5625,False,0.4375,0.4375,False,0.4375,0.4375,False
46,9,1.0,0.5,0.5,False,0.75,0.75,False,0.6875,0.6875,False
47,0,0.0,0.5,0.5,False,0.5,0.5,False,0.5,0.5,False
47,1,1.0,0.5,0.5,False,0.6875,0.6875,False,0.625,0.625,False
47,2,0.0,0.5,0.5,False,0.4375,0.4375,False,0.5,0.5,False
47,3,1.0,0.8125,0.8125,False,0.75,0.75,False,0.75,0.75,False
47,4,1.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5625,0.5625,False
47,5,0.0,0.5625,0.5625,False,0.75,0.75,False,0.75,0.75,False
47,6,1.0,0.4375,0.4375,False,0.5,0.5,False,0.5625,0.5625,False
47,7,1.0,0.375,0.375,False,0.75,0.75,False,0.6875,0.6875,False
47,8,1.0,0.5,0.5,False,0.4375,0.4375,False,0.5625,0.5625,False
47,9,0.0,0.5,0.5,False,0.4375,0.4375,False,0.5,0.5,False
48,0,0.0,0.5,0.5,False,0.3125,0.3125,False,0.3125,0.3125,False
48,1,2.0,0.5625,0.5625,False,0.25,0.25,False,0.375,0.375,False
48,2,0.0,0.5,0.5,False,0.1875,0.1875,False,0.1875,0.1875,False
48,3,2.0,0.5,0.5,False,0.1875,0.1875,False,0.1875,0.1875,False
48,4,1.0,0.3125,0.3125,False,0.1875,0.1875,False,0.1875,0.1875,False
48,5,0.0,0.375,0.375,False,0.1875,0.1875,False,0.3125,0.3125,False
48,6,2.0,0.375,0.375,False,0.375,0.375,False,0.4375,0.4375,False
48,7,2.0,0.4375,0.4375,False,0.5,0.5,False,0.4375,0.4375,False
48,8,0.0,0.4375,0.4375,False,0.4375,0.4375,False,0.5,0.5,False
48,9,0.0,0.375,0.375,False,0.375,0.375,False,0.375,0.375,False
49,0,1.0,0.5625,0.5625,False,0.6875,0.6875,False,0.6875,0.6875,False
49,1,1.0,0.4375,0.4375,False,0.625,0.625,False,0.625,0.625,False
49,2,1.0,0.625,0.625,False,0.5,0.5,False,0.625,0.625,False
49,3,2.0,0.5,0.5,False,0.5625,0.5625,False,0.625,0.625,False
49,4,2.0,0.4375,0.4375,False,0.5625,0.5625,False,0.5,0.5,False
49,5,1.0,0.25,0.25,False,0.625,0.625,False,0.625,0.625,False
49,6,2.0,0.3125,0.3125,False,0.5,0.5,False,0.5,0.5,False
49,7,1.0,0.5,0.5,False,0.625,0.625,False,0.625,0.625,False
49,8,1.0,0.625,0.625,False,0.5625,0.5625,False,0.625,0.625,False
49,9,1.0,0.625,0.625,False,0.6875,0.6875,False,0.625,0.625,False
50,0,2.0,0.5,0.5,False,0.5,0.5,False,0.5625,0.5625,False
50,1,1.0,0.375,0.375,False,0.5,0.5,False,0.5,0.5,False
50,2,2.0,0.4375,0.4375,False,0.4375,0.4375,False,0.4375,0.4375,False
50,3,2.0,0.5,0.5,False,0.5,0.5,False,0.5,0.5,False
50,4,1.0,0.5,0.5,False,0.25,0.25,False,0.25,0.25,False
50,5,2.0,0.5625,0.5625,False,0.625,0.625,False,0.625,0.625,False
50,6,1.0,0.6875,0.6875,False,0.375,0.375,False,0.375,0.375,False
50,7,1.0,0.3125,0.3125,False,0.5,0.5,False,0.5,0.5,False
50,8,0.0,0.5,0.5,False,0.3125,0.3125,False,0.375,0.375,False
50,9,1.0,0.5,0.5,False,0.6875,0.6875,False,0.6875,0.6875,False
