dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
BNCI2014_001,1,1,0,Fz,0.10267124,0.05776452,0.11899485,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,1,FC3,0.10504904,-0.05394696,0.12386466,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,2,FC1,0.13365646,-0.04424899,0.15305756,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,3,FCz,0.1293073,0.09542169,0.14163172,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,4,FC2,0.07230994,-0.00789153,0.08003976,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,5,FC4,0.11958301,0.11958301,0.13778581,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,6,C5,0.07230207,0.00877839,0.09038302,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,7,C3,0.1138843,0.04742498,0.11813079,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,8,C1,0.0731084,-0.0731084,0.08460859,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,9,Cz,0.14676245,0.02880435,0.15991808,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,10,C2,0.10334904,-0.04746303,0.1164189,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,11,C4,0.11526129,0.04054769,0.13113974,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,12,C6,0.08092913,0.01191524,0.09445786,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,13,CP3,0.16690639,0.07205895,0.17404027,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,14,CP1,0.10611928,-0.00262765,0.11758374,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,15,CPz,0.13880873,-0.04323609,0.14487761,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,16,CP2,0.08921324,-0.04890613,0.10729678,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,17,CP4,0.06552695,0.06183192,0.1088857,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,18,P1,0.04171851,-0.01159743,0.04701092,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,19,Pz,0.08733656,0.02735309,0.09392282,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,20,P2,0.13230562,0.04522431,0.14077666,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,1,21,POz,0.15634298,0.15634298,0.16486481,0.5517241379310345,0.5517241379310345,"[21, 37]",0.63793103,False,0.13329274,0.03684951,0.11410846,True
BNCI2014_001,1,2,0,Fz,0.09549239,0.03845406,0.10838051,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,1,FC3,0.10928248,-0.01016458,0.12109181,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,2,FC1,0.13270941,-0.00287078,0.13990951,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,3,FCz,0.15929221,0.13707478,0.21655782,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,4,FC2,0.05634738,0.00243887,0.07004013,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,5,FC4,0.05080197,0.05080197,0.07029587,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,6,C5,0.03821694,0.03241074,0.04474191,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,7,C3,0.11624594,-0.01608047,0.14679664,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,8,C1,0.16130374,-0.12428176,0.1712776,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
BNCI2014_001,1,2,9,Cz,0.12134732,0.04834892,0.14490159,0.6206896551724138,0.6206896551724138,"[29, 29]",0.5,False,1.2084166,0.36050338,1.03449412,True
