separation_metric,performance_metric,method,estimate,exact_permutation_p,permutation_method,bootstrap_ci_low,bootstrap_ci_high,loo_min,loo_max,loo_same_sign,same_dataset_association,n_subjects,holm_p
physiology_mean_abs_g,locked_shallow_ba,spearman,0.19248211576405883,0.535888671875,exhaustive 2^n centered-performance sign flips,-0.4419370905979616,0.6803678240088351,0.0,0.31303019973925805,False,True,14,1.0
physiology_mean_abs_g,locked_shallow_ba,kendall,0.15825524547117334,0.481689453125,exhaustive 2^n centered-performance sign flips,-0.2981458501203448,0.5220008496272399,0.03975690090603474,0.25179370573822,True,True,14,1.0
riemann_separation,riemann_ba,spearman,0.28225071705150145,0.41717529296875,exhaustive 2^n centered-performance sign flips,-0.4273688809203248,0.8027223515581885,0.10206983936502889,0.46345224360337445,True,True,14,1.0
riemann_separation,riemann_ba,kendall,0.20114557032045338,0.450927734375,exhaustive 2^n centered-performance sign flips,-0.3509820631925347,0.6587359636959788,0.06537204504606133,0.32686022523030667,True,True,14,1.0
microstate_mean_abs_difference,locked_shallow_ba,spearman,0.04203632413238066,0.8798828125,exhaustive 2^n centered-performance sign flips,-0.5350515405885009,0.5479425247352837,-0.11080715035017984,0.17729144056028776,False,True,14,1.0
microstate_mean_abs_difference,locked_shallow_ba,kendall,-0.022607892210167617,0.89892578125,exhaustive 2^n centered-performance sign flips,-0.47229069127284795,0.39294497741258066,-0.14577530332212735,0.06626150151005789,False,True,14,1.0
sjepa_separation,sjepa_ba,spearman,0.7071931137405822,0.025390625,exhaustive 2^n centered-performance sign flips,0.22616272117762076,0.9194709924642133,0.6334867946481136,0.8209397541960238,True,True,14,0.203125
sjepa_separation,sjepa_ba,kendall,0.5057456910884818,0.04766845703125,exhaustive 2^n centered-performance sign flips,0.12126647588999674,0.788261412470459,0.42119850119412505,0.5974529834860507,True,True,14,0.33367919921875
