method,reference,mean_delta,median_delta,paired_bootstrap_95_ci_low,paired_bootstrap_95_ci_high,wilcoxon_statistic,wilcoxon_p,wins,ties,losses
augmented_covariance,standard_covariance,-0.006999999999999994,-0.024999999999999994,-0.029999999999999992,0.018000000000000006,527.5,0.2878633449962108,19,4,27
